18079035,2023-09-06T17:57:11.000Z,0xb6ca7399b4f9ca56fc27cbff44f4d2e4eef1fc81,0xc5d4ec9300be6da89a3db305c415c7cd3cbb7e8e,0x99b1817acb40e76c309e26b2face9da9eff55317,1.157920892373162e+59
18086880,2023-09-07T20:17:47.000Z,0xb6ca7399b4f9ca56fc27cbff44f4d2e4eef1fc81,0x5c703f5131bb3268e0dc32913a3c0994eda215fe,0x1111111254fb6c44bac0bed2854e76f90643097d,0
18092592,2023-09-08T15:28:59.000Z,0xb6ca7399b4f9ca56fc27cbff44f4d2e4eef1fc81,0xc074887d140e276a8b892222f925440eaf3ff40b,0x000000000022d473030f116ddee9f6b43ac78ba3,37.05227678458432
18093456,2023-09-08T18:23:11.000Z,0xb6ca7399b4f9ca56fc27cbff44f4d2e4eef1fc81,0x52c85ece0389c089ac6420d78d08529aaf815558,0x000000000022d473030f116ddee9f6b43ac78ba3,1.157920892373162e+59
18093547,2023-09-08T18:41:23.000Z,0xb6ca7399b4f9ca56fc27cbff44f4d2e4eef1fc81,0x4cee806fc4ef8006e3f66cfb048034885b0efd12,0x99b1817acb40e76c309e26b2face9da9eff55317,1.157920892373162e+59
18093651,2023-09-08T19:02:11.000Z,0xb6ca7399b4f9ca56fc27cbff44f4d2e4eef1fc81,0x4cee806fc4ef8006e3f66cfb048034885b0efd12,0x99b1817acb40e76c309e26b2face9da9eff55317,1.157920892373162e+59
18093686,2023-09-08T19:09:11.000Z,0xb6ca7399b4f9ca56fc27cbff44f4d2e4eef1fc81,0x649fc67b3f798789734bcc750c6e370056b94eaf,0x000000000022d473030f116ddee9f6b43ac78ba3,262
18093689,2023-09-08T19:09:47.000Z,0xb6ca7399b4f9ca56fc27cbff44f4d2e4eef1fc81,0x649fc67b3f798789734bcc750c6e370056b94eaf,0x000000000022d473030f116ddee9f6b43ac78ba3,0
18093726,2023-09-08T19:17:11.000Z,0xb6ca7399b4f9ca56fc27cbff44f4d2e4eef1fc81,0x4cee806fc4ef8006e3f66cfb048034885b0efd12,0x99b1817acb40e76c309e26b2face9da9eff55317,1.157920892373162e+59
18093728,2023-09-08T19:17:47.000Z,0xb6ca7399b4f9ca56fc27cbff44f4d2e4eef1fc81,0xbbbd60be65b4106e4d173d5abcda43b56bc7b2b1,0x000000000022d473030f116ddee9f6b43ac78ba3,1.157920892373162e+59
18093740,2023-09-08T19:20:11.000Z,0xb6ca7399b4f9ca56fc27cbff44f4d2e4eef1fc81,0x4cee806fc4ef8006e3f66cfb048034885b0efd12,0x99b1817acb40e76c309e26b2face9da9eff55317,1.157920892373162e+59
18093784,2023-09-08T19:29:11.000Z,0xb6ca7399b4f9ca56fc27cbff44f4d2e4eef1fc81,0xc5d4ec9300be6da89a3db305c415c7cd3cbb7e8e,0x99b1817acb40e76c309e26b2face9da9eff55317,1.157920892373162e+59
18093785,2023-09-08T19:29:23.000Z,0xb6ca7399b4f9ca56fc27cbff44f4d2e4eef1fc81,0x4cee806fc4ef8006e3f66cfb048034885b0efd12,0x99b1817acb40e76c309e26b2face9da9eff55317,1.157920892373162e+59
18093788,2023-09-08T19:29:59.000Z,0xb6ca7399b4f9ca56fc27cbff44f4d2e4eef1fc81,0x52c85ece0389c089ac6420d78d08529aaf815558,0x000000000022d473030f116ddee9f6b43ac78ba3,1.157920892373162e+59
18093788,2023-09-08T19:29:59.000Z,0xb6ca7399b4f9ca56fc27cbff44f4d2e4eef1fc81,0x52c85ece0389c089ac6420d78d08529aaf815558,0x000000000022d473030f116ddee9f6b43ac78ba3,1.157920892373162e+59
18093823,2023-09-08T19:36:59.000Z,0xb6ca7399b4f9ca56fc27cbff44f4d2e4eef1fc81,0xbdabd4f55a3c5a840ce932a92523765417e1c4cc,0x000000000022d473030f116ddee9f6b43ac78ba3,1.157920892373162e+59
18093826,2023-09-08T19:37:35.000Z,0xb6ca7399b4f9ca56fc27cbff44f4d2e4eef1fc81,0xbdabd4f55a3c5a840ce932a92523765417e1c4cc,0x000000000022d473030f116ddee9f6b43ac78ba3,1.157920892373162e+59
18093826,2023-09-08T19:37:35.000Z,0xb6ca7399b4f9ca56fc27cbff44f4d2e4eef1fc81,0xbdabd4f55a3c5a840ce932a92523765417e1c4cc,0x000000000022d473030f116ddee9f6b43ac78ba3,1.157920892373162e+59
18093903,2023-09-08T19:53:11.000Z,0xb6ca7399b4f9ca56fc27cbff44f4d2e4eef1fc81,0xbdabd4f55a3c5a840ce932a92523765417e1c4cc,0x000000000022d473030f116ddee9f6b43ac78ba3,1.157920892373162e+59
18093903,2023-09-08T19:53:11.000Z,0xb6ca7399b4f9ca56fc27cbff44f4d2e4eef1fc81,0xbdabd4f55a3c5a840ce932a92523765417e1c4cc,0x000000000022d473030f116ddee9f6b43ac78ba3,1.157920892373162e+59
18094212,2023-09-08T20:56:23.000Z,0xb6ca7399b4f9ca56fc27cbff44f4d2e4eef1fc81,0x4cee806fc4ef8006e3f66cfb048034885b0efd12,0x99b1817acb40e76c309e26b2face9da9eff55317,1.157920892373162e+59
18094261,2023-09-08T21:06:11.000Z,0xb6ca7399b4f9ca56fc27cbff44f4d2e4eef1fc81,0xc5d4ec9300be6da89a3db305c415c7cd3cbb7e8e,0x99b1817acb40e76c309e26b2face9da9eff55317,1.157920892373162e+59
18094262,2023-09-08T21:06:23.000Z,0xb6ca7399b4f9ca56fc27cbff44f4d2e4eef1fc81,0x4cee806fc4ef8006e3f66cfb048034885b0efd12,0x99b1817acb40e76c309e26b2face9da9eff55317,1.157920892373162e+59
18094330,2023-09-08T21:20:11.000Z,0xb6ca7399b4f9ca56fc27cbff44f4d2e4eef1fc81,0x4cee806fc4ef8006e3f66cfb048034885b0efd12,0x99b1817acb40e76c309e26b2face9da9eff55317,1.157920892373162e+59
18094685,2023-09-08T22:31:23.000Z,0xb6ca7399b4f9ca56fc27cbff44f4d2e4eef1fc81,0x4cee806fc4ef8006e3f66cfb048034885b0efd12,0x99b1817acb40e76c309e26b2face9da9eff55317,1.157920892373162e+59
18095043,2023-09-08T23:43:23.000Z,0xb6ca7399b4f9ca56fc27cbff44f4d2e4eef1fc81,0x360d2c7e394f0182ca0ab490d7bdb3083f8ad571,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1.157920892373162e+59
18095355,2023-09-09T00:46:11.000Z,0xb6ca7399b4f9ca56fc27cbff44f4d2e4eef1fc81,0x4cee806fc4ef8006e3f66cfb048034885b0efd12,0x99b1817acb40e76c309e26b2face9da9eff55317,1.157920892373162e+59
